vin,lat,lng,currentElectricity,averageEnergyConsumption,chargeStatus,bcuSOH
LS6A2E0E5KA001190,32.03473,118.79666,40,858521.6,3,100
LS6A2E0E0KA002750,32.1093,118.8292,84,1022361.6,3,100
LS5A2DJX6KA002895,32.10342,118.7777,87,806092.8,3,99.200005
LS6A2E0E7KA002423,32.1055,118.82044,95,884736,3,100
LS5A2AJX1KA003998,37.54984,121.1332,35,983040,3,99.8
LS6A2E0E2KA009098,29.89258,121.85344,88,1042022.44,3,100
LS5A2DJX7KA002467,32.12136,118.92197,89,865075.2,3,100
LS6A2E0EXKA008782,38.42308,112.72508,64,891289.6,3,100
LS5A2DJX5KA001205,31.9987,118.7559,82,996147.2,3,94.700005
LS6A2E0E8KA001121,32.04138,118.80613,73,851968,1,100
LS6A2E0E7KA000963,31.92764,118.90952,97,1035468.8,1,100
LS5A2AJX1KA004052,27.11739,111.05029,100,1002700.8,3,100
LS5A2DJX4KA002099,32.04208,118.63653,92,950272,3,97.8
LS6A2E0E5KA007748,29.54222,106.48506,50,851968,3,99.9
LS5A2AJX9KA002811,37.77257,112.48098,86,1159987.2,3,100
LS5A2AJX7KA004041,37.47738,121.24767,95,1264844.9,1,99.9
LS6A2E0E5KA009886,30.37021,120.17692,48,950272,3,100
LS6A2E0E9KA002990,32.06174,118.91797,82,1022361.6,3,100
LS5A2DJX0KA001046,32.02329,118.7758,78,963379.2,3,100
LS6A2E0E7KA002650,32.03398,118.73856,96,969932.8,3,100
LS6A2E0E1KA007259,29.6206,106.54405,72,878182.44,3,100
LS5A2DJX4KA001289,32.04737,118.92296,87,917504,3,100
LS6A2E0E8KA006366,29.53432,106.51146,83,969932.8,3,99.3
LS6A2E0E8KA001166,32.09497,118.85462,88,924057.6,3,100
LS6A2E0E0KA002800,31.93847,118.82326,90,806092.8,3,100
LS6A2E0E7KA001014,31.91714,118.85838,48,969932.8,1,100
LS6A2E0E9KA001225,32.03752,118.71719,78,1002700.8,3,100
LS6A2E0E8KA007307,29.52844,106.55146,71,930611.2,3,100
LS6A2E0EXKA003212,32.00833,118.77456,78,806092.8,3,100
LS5A2DJX1KA004814,29.55311,106.516,63,1173094.4,1,100
LS6A2E0E2KA010980,29.74979,106.63896,66,865075.2,3,100
LS6A2E0E7KA001773,32.08568,118.77508,66,1035468.8,3,100
LS6A2E0E2KA001129,0,0,41,910950.44,3,100
LS6A2E0E3KA001608,31.968,118.81718,66,819200,3,100
LS5A2AJX3KA003579,35.06846,111.02154,72,1061683.2,3,100
LS6A2E0E4KA003206,31.96819,118.78225,46,858521.6,3,100
LS5A2DJX9KA002101,29.6137,106.35792,65,983040,3,98.1
LS6A2E0EXKA000942,31.95397,118.89268,64,1061683.2,1,100
LS6A2E0E3KA009496,30.32048,120.1923,46,884736,3,100
LS6A2E0E2KA002247,31.83419,118.58435,99,1022361.6,3,100
LS6A2E0E3KA002810,32.02754,118.89005,36,1087897.6,3,99.9
LS6A2E0E9KA007753,29.49461,106.46126,67,1015808,3,100
LS6A2E0EXKA003145,32.06175,118.75069,77,910950.44,3,100
LS6A2E0E6KA009847,30.3702,120.17667,48,1015808,3,100
LS6A2E0E6KA007550,29.66773,106.60785,9,1028915.2,3,100
LS5A2DJX9KA002471,32.12844,118.8714,92,825753.6,3,99.6
LS5A2DJX7KA002808,32.10701,118.76682,93,838860.8,3,99.9
LS5A2DJX2KA001145,32.1503,118.94309,87,917504,3,100
LS6A2E0E5KA001142,31.97323,118.7582,53,1074790.4,3,100
LS6A2E0E7KA003202,31.92499,118.85967,68,969932.8,3,100
LS6A2E0E3KA008770,38.4261,112.69419,94,1133772.9,1,100
LS5A2DJXXKA001281,31.90805,118.83528,98,1061683.2,3,95
LS5A2AJX5KA007732,28.65784,121.43947,88,930611.2,3,100
LS5A2AJX2KA003458,35.11687,110.91763,43,851968,3,99.5
LS6A2E0E7KA002373,32.1297,118.87148,89,1101004.9,3,100
LS6A2E0E2KA002085,32.20388,118.7216,69,806092.8,3,100
LS6A2E0EXKA002139,32.06177,118.77806,79,937164.8,3,100
LS5A2AJX8KA003478,35.04435,110.9805,68,983040,3,99.8
LS5A2DJX0KA002813,32.0311,118.72965,76,806092.8,3,99.5
LS5A2AJX2KA002066,29.72183,106.63483,68,989593.6,3,92.3
LS6A2E0E2KA000949,31.88327,118.82619,93,950272,3,100
LS6A2E0E3KA002418,32.0943,118.77797,49,969932.8,1,100
LS5A2DJXXKA002267,32.0749,118.74949,93,983040,3,93.9
LS6A2E0E3KA009305,30.1003,120.25924,48,878182.44,3,100
LS6A2E0E6KA002073,32.05742,118.7345,38,806092.8,3,100
LS6A2E0E2KA009800,30.3708,120.176,50,1009254.44,3,100
LS6A2E0E3KA001608,31.96575,118.80712,64,819200,3,100
LS6A2E0E8KA001717,31.96731,118.73806,92,969932.8,3,99.9
LS5A2DJX0KA002262,29.55538,106.57382,81,1002700.8,3,100
LS5A2DJX0KA002147,32.06952,118.76715,74,878182.44,3,100
LS6A2E0E2KA001826,31.94667,118.66012,65,950272,3,100
LS6A2E0E1KA002577,32.04849,118.77649,43,878182.44,3,100
LS6A2E0E1KA002921,31.99723,118.7864,29,871628.8,3,100
LS6A2E0E0KA002909,0,0,90,950272,3,100
LS5A2DJX1KA001007,32.15211,118.89076,96,851968,3,96.6
LS6A2E0E6KA002994,32.07073,118.665,90,806092.8,3,100
LS6A2E0E0KA003042,32.14484,118.86149,77,1028915.2,3,100
LS6A2E0E6KA003045,32.08363,118.75726,28,897843.2,3,100
LS5A2AJX3KA004375,27.23352,111.46204,59,845414.44,3,99.200005
LS6A2E0E9KA000933,31.94814,118.87691,81,819200,3,100
LS6A2E0E7KA001028,32.05662,118.92511,62,956825.6,3,100
LS6A2E0E5KA007569,0,0,75,845414.44,3,100
LS5A2DJX9KA001028,0,0,36,1133772.9,3,98.9
LS6A2E0E3KA009496,30.3211,120.18977,46,891289.6,3,100
LS5A2DJX2KA002473,32.08554,118.77458,92,871628.8,1,90.9
LS6A2E0E8KA001183,32.23134,118.73465,89,943718.44,1,100
LS6A2E0E0KA002120,32.02744,118.71011,65,996147.2,3,100
LS6A2E0E4KA002623,32.09416,118.73747,92,1146880,3,100
LS6A2E0E0KA003221,32.11753,118.97021,79,930611.2,3,100
LS5A2AJXXKA006978,37.55581,121.29769,51,1015808,3,100
LS5A2DJX2KA001016,32.06437,118.77537,86,969932.8,3,97.4
LS6A2E0E3KA001527,32.05959,118.79725,63,825753.6,3,100
LS5A2AJXXKA004115,27.80616,120.68847,93,956825.6,3,100
LS6A2E0E9KA001015,32.08565,118.7929,38,917504,3,100
LS6A2E0E0KA002439,32.16438,118.86227,88,819200,3,100
LS6A2E0E6KA007449,0,0,79,891289.6,3,100
LS6A2E0E2KA001132,32.06121,118.77016,95,956825.6,3,100
LS5A2DJX0KA004299,29.56132,106.57183,68,806092.8,3,100
LS5A2DJXXKA001068,31.91323,118.93527,100,1225523.2,4,99.5
LS6A2E0E1KA002837,32.06479,118.79099,56,806092.8,3,100
LS6A2E0E2KA003012,31.96274,118.85022,98,963379.2,3,100
LS6A2E0E1KA002594,32.02399,118.77604,67,1153433.6,3,100
LS6A2E0E1KA009271,30.30489,120.10065,90,1035468.8,1,100
LS6A2E0E1KA001705,31.94629,118.85407,60,1068236.9,1,100
LS5A2AJX4KA003431,0,0,87,878182.44,3,98.4
LS5A2AJX6KA003947,35.4289,116.54124,89,1087897.6,1,99.6
LS6A2E0E5KA002758,32.03899,118.79031,99,950272,3,100
LS5A2DJX3KA001199,31.9153,118.6304,77,924057.6,3,100
LS6A2E0E7KA002955,32.10369,118.7775,91,950272,3,100
LS5A2AJX9KA004445,27.23991,111.43931,66,878182.44,3,95.3
LS5A2DJX7KA002131,32.14048,118.71359,73,943718.44,3,99
LS6A2E0E6KA001599,32.13152,118.86294,58,1022361.6,1,100
LS5A2DJX7KA002923,31.99174,118.7569,48,845414.44,3,100
LS6A2E0E3KA002029,32.07527,118.76026,30,996147.2,3,100
LS5A2DJX2KA003039,0,0,91,904396.8,3,92
LS6A2E0E8KA001779,31.91182,118.83161,49,806092.8,3,100
LS5A2DJX1KA001217,32.08646,118.80343,94,904396.8,3,98
LS6A2E0E1KA009819,30.37075,120.17586,43,1035468.8,3,100
LS5A2DJX1KA006367,29.62074,106.57978,37,1068236.9,1,100
LS6A2E0E9KA009471,0,0,62,930611.2,1,100
LS5A2DJX1KA002805,31.96462,118.86179,84,963379.2,3,99.5
LS5A2DJX8KA001294,32.03442,118.77096,99,1153433.6,3,89.200005
LS5A2DJX5KA004606,29.58761,106.56215,52,832307.2,3,96.200005
LS5A2AJX7KA004153,27.76884,120.66526,28,910950.44,3,100
LS5A2DJX5KA001155,32.03089,118.89616,82,1022361.6,3,98.6
LS6A2E0E9KA002780,32.09525,118.74878,93,1114112,3,99.9
LS6A2E0E1KA001512,32.13151,118.86287,61,891289.6,1,100
LS6A2E0EXKA003002,32.02035,118.76257,87,897843.2,3,100
LS6A2E0E8KA009011,30.02112,121.18584,84,1035468.8,3,100
LS5A2DJX7KA002811,32.14063,118.87203,43,806092.8,3,95.200005
LS6A2E0E0KA001503,32.1617,118.72429,95,1015808,3,100
LS6A2E0E9KA001080,32.02081,118.83381,93,1284505.6,3,100
LS5A2DJX2KA001078,32.06107,118.77846,67,851968,3,98.9
LS5A2DJX1KA002562,31.89824,118.78314,100,1048576,3,97.4
LS5A2DJXXKA004407,0,0,61,884736,3,99.6
LS5A2AJX6KA003978,37.47206,121.24779,80,917504,3,100
LS6A2E0E1KA001932,32.09546,118.86008,52,904396.8,3,100
LS6A2E0E0KA007379,29.64576,106.55998,77,1009254.44,3,100
LS5A2DJXXKA002804,32.12455,118.88414,64,819200,3,100
LS6A2E0E0KA001016,32.10147,118.76787,77,806092.8,3,100
LS5A2DJX5KA002970,29.77565,106.65498,90,930611.2,3,100
LS5A2AJX1KA003998,37.65735,120.98797,29,983040,3,99.8
LS6A2E0EXKA001248,31.94156,118.83252,48,819200,3,100
LS6A2E0E6KA002039,31.96255,118.86562,61,845414.44,1,100
LS6A2E0E1KA002269,32.10129,118.91886,79,806092.8,3,100
LS5A2DJXXKA002902,32.08806,118.81687,82,950272,3,100
LS6A2E0E3KA002242,32.05009,118.75869,87,996147.2,3,100
LS5A2DJX8KA004549,0,0,19,806092.8,3,98.200005
LS6A2E0E3KA009045,29.66729,121.41282,91,1022361.6,3,100
LS6A2E0E1KA001333,31.94021,118.86195,85,819200,3,100
LS6A2E0E0KA002750,32.1154,118.8679,81,1022361.6,3,100
LS6A2E0EXKA009057,30.16942,121.28941,26,1159987.2,3,100
LS6A2E0E7KA001062,32.01863,118.71677,57,891289.6,3,100
LS6A2E0E3KA001298,32.14388,118.71648,59,825753.6,3,100
LS6A2E0E0KA009939,30.37024,120.17644,37,989593.6,3,100
LS6A2E0E7KA000977,32.1206,118.82513,18,956825.6,3,100
LS5A2DJX7KA002498,32.09315,118.78998,96,891289.6,3,91.4
LS6A2E0E7KA002678,31.92979,118.87227,94,956825.6,3,100
LS5A2DJX0KA002262,29.55731,106.57518,80,1002700.8,3,100
LS6A2E0E5KA002713,32.09693,118.66423,78,858521.6,3,100
LS5A2AJX6KA003415,35.04452,110.99146,34,1028915.2,3,99.5
LS5A2DJX8KA002915,32.07344,118.75698,86,806092.8,3,100
LS5A2DJX9JA000248,29.74891,106.63716,89,878182.44,1,94.4
LS6A2E0E4KA009975,30.37013,120.17679,44,1009254.44,3,100
LS5A2DJX7KA002257,31.99993,118.76848,84,845414.44,3,100
LS6A2E0E5KA001156,0,0,80,1035468.8,3,100
LS6A2E0E2KA002457,31.88991,118.61598,99,845414.44,3,100
LS6A2E0E5KA002808,31.898,118.69514,73,806092.8,3,100
LS6A2E0E7KA002700,32.23434,118.75887,94,865075.2,3,100
LS6A2E0E4KA002993,32.02505,118.79543,78,904396.8,3,99.9
LS5A2DJX9KA003121,31.92913,118.85025,50,924057.6,1,91.700005
LS6A2E0E5KA002565,0,0,54,969932.8,1,100
LS5A2DJX5KA005609,29.5571,106.54613,94,878182.44,3,99.8
LS6A2E0E2KA002930,32.15552,118.88015,75,1002700.8,3,100
LS6A2E0E9KA001452,32.06212,118.78199,64,825753.6,3,100
LS6A2E0E5KA009354,30.36998,120.17683,49,910950.44,3,100
LS6A2E0E4KA003030,32.11286,118.81648,90,871628.8,3,100
LS5A2DJX9KA001238,32.02404,118.77905,74,924057.6,3,98
LS6A2E0E0KA002120,32.0153,118.70616,66,996147.2,3,100
LS6A2E0E9KA007655,29.73016,106.58669,100,930611.2,3,100
LS6A2E0E7KA001028,32.05662,118.92511,62,956825.6,3,100
LS5A2DJX4KA001096,32.09718,118.8265,30,989593.6,3,91.8
LS6A2E0E1KA002725,32.08589,118.75873,78,956825.6,3,100
LS5A2DJX5KA001088,32.1191,118.83067,90,865075.2,3,100
LS6A2E0E1KA009271,30.30464,120.10054,89,1035468.8,1,100
LS5A2AJX4KA002022,29.47544,106.47367,35,1042022.44,3,98.9
LS5A2AJX9KA004056,35.86793,120.02359,42,1179648,3,100
LS6A2E0E5KA003103,32.02091,118.77349,84,806092.8,3,100
LS6A2E0E5KA002744,32.12363,118.87202,78,1107558.4,1,100
LS6A2E0E0KA002800,31.94504,118.82138,90,806092.8,3,100
LS6A2E0E2KA009067,38.46328,112.73232,66,1179648,1,100
LS5A2AJX7JA002126,30.04215,107.18591,72,819200,3,89.8
LS5A2AJX1KA004634,27.79549,120.66232,61,1068236.9,3,100
LS6A2E0EXKA000942,31.95392,118.89268,80,1061683.2,1,100
LS6A2E0E1KA001770,32.05496,118.90641,100,884736,3,100
LS6A2E0E8KA009414,0,0,46,950272,3,100
LS6A2E0E8KA002656,32.01384,118.78028,69,1028915.2,3,100
LS5A2DJX7KA002596,32.02428,118.8243,97,806092.8,1,100
LS6A2E0E5KA002503,32.21953,118.70593,72,1068236.9,3,100
LS6A2E0E1KA001333,31.94432,118.85988,85,819200,3,100
LS6A2E0E1KA007276,29.66973,106.55842,94,871628.8,3,100
LS6A2E0E7KA001014,31.91721,118.85846,67,969932.8,1,100
LS6A2E0E0KA002585,0,0,99,806092.8,3,100
LS6A2E0E8KA001491,31.92767,118.90974,99,930611.2,1,100
LS6A2E0E0KA000982,31.98377,118.72004,88,806092.8,3,100
LS5A2DJX8KA002817,32.15349,118.72488,92,851968,1,97.4
LS6A2E0E4KA000953,31.91328,118.83302,98,825753.6,3,100
LS6A2E0E0KA002537,0,0,69,976486.44,3,100
LS5A2DJX8KA002459,32.12206,118.9835,89,819200,3,98.6
LS6A2E0E5KA003036,31.74144,118.87489,96,1074790.4,3,100
LS6A2E0E3KA001351,32.13595,118.72812,95,806092.8,1,100
LS6A2E0E1KA001705,31.94634,118.8541,45,1068236.9,1,100
LS5A2DJX3KA002353,32.06895,118.73313,89,1028915.2,3,100
LS5A2DJX3KA002515,32.03521,118.77429,69,1061683.2,3,99.700005
LS5A2DJX7KA006504,32.14505,119.5246,43,989593.6,3,100
LS6A2E0E0KA001937,32.15521,118.8635,90,851968,3,100
LS6A2E0E8KA001135,32.09569,118.75117,12,924057.6,3,100
LS5A2DJX3KA001266,32.07685,118.61004,98,884736,3,99.5
LS6A2E0E9KA010183,30.37104,120.17604,51,989593.6,3,100
LS6A2E0EXKA002464,32.04331,118.78956,70,825753.6,3,100
LS6A2E0E8KA003225,32.09555,118.68728,80,812646.44,3,99.9
LS5A2AJX8KA003707,30.68997,111.31371,97,1015808,3,100
LS5A2DJX8KA001294,32.03076,118.78419,100,1153433.6,3,89.200005
LS6A2E0E2KA008887,38.44232,112.72321,96,884736,3,100
LS5A2DJX1KA002397,0,0,98,1042022.44,1,88.9
LS6A2E0E1KA002157,32.09517,118.85583,71,865075.2,3,100
LS5A2DJX3KA003051,29.65229,106.53015,76,963379.2,3,100
LS5A2AJX2KA004142,35.04541,110.95946,57,917504,3,100
LS6A2E0E2KA009022,38.46786,112.72576,71,1028915.2,3,100
LS6A2E0E9KA007526,29.57895,106.51038,70,832307.2,3,100
LS6A2E0E4KA001326,32.06279,118.64003,96,806092.8,3,100
LS6A2E0E9KA001029,32.02384,118.77897,41,904396.8,3,100
LS5A2AJX7KA004041,37.47738,121.24767,96,1264844.9,1,99.9
LS5A2AJX9KA003408,35.03198,111.02081,11,937164.8,3,99.8
LS5A2DJX6KA001276,32.1439,118.72753,74,871628.8,3,97.200005
LS5A2AJX6KA004418,27.11344,111.02274,41,950272,3,100
LS6A2E0E9KA002732,32.07847,118.90355,92,806092.8,3,100
LS6A2E0E5KA009824,30.37062,120.1757,37,1114112,3,100
LS6A2E0E6KA009007,29.34643,121.90468,61,1159987.2,1,100
LS6A2E0EXKA002657,31.93692,118.84846,70,812646.44,3,100
LS6A2E0EXKA001928,32.11006,118.92274,69,865075.2,3,100
LS6A2E0EXKA001671,32.2454,118.75068,82,884736,3,100
LS6A2E0E6KA001537,0,0,88,1028915.2,3,100
LS5A2DJX7KA002470,32.13587,118.72838,60,838860.8,1,100
LS6A2E0E5KA001545,32.04944,118.91777,21,806092.8,3,100
LS5A2DJX5KA002564,31.91169,118.82794,74,976486.44,3,99.200005
LS6A2E0E0KA002585,0,0,99,806092.8,3,100
LS6A2E0E0KA003042,32.07875,118.80238,82,1028915.2,3,100
LS6A2E0E3KA007280,0,0,96,806092.8,3,100
LS5A2DJX9KA002812,32.08859,118.89712,77,924057.6,3,100
LS6A2E0EXKA002108,31.97955,118.78179,67,983040,3,99.9
LS5A2DJXXKA002673,32.12393,118.87206,93,884736,1,99.9
LS6A2E0E3KA002919,32.1113,118.95486,85,832307.2,3,100
LS5A2DJX8KA002381,0,0,45,930611.2,3,100
LS6A2E0E9KA002844,32.04995,118.81386,80,806092.8,3,100
LS6A2E0E1KA002045,32.15345,118.72489,97,1081344,1,100
LS5A2AJX2KA003458,35.09616,110.93271,42,851968,3,99.5
LS5A2AJX0KA003491,35.05629,110.97163,65,1146880,3,100
LS6A2E0E3KA009756,30.37031,120.176,58,878182.44,3,100
LS5A2DJX0KA001130,32.0417,118.7994,38,812646.44,3,99.700005
LS6A2E0E5KA009788,30.37013,120.17661,53,917504,3,100
LS5A2AJX2KA003623,30.73294,111.30102,38,1028915.2,3,100
LS5A2DJX2KA002473,32.08555,118.77456,90,871628.8,1,90.9
LS5A2DJX8KA002249,31.96817,118.7818,43,806092.8,3,99.9
LS5A2AJX6KA002877,40.08165,113.30877,100,1002700.8,3,99.3
LS5A2DJX6KA001150,32.04708,118.87173,98,924057.6,3,91.6
LS6A2E0E1KA002031,32.13187,118.95712,75,1146880,3,100
LS6A2E0EXKA007518,29.69998,106.5994,79,891289.6,3,100
LS6A2E0E3KA002807,32.04082,118.78275,36,924057.6,3,100
LS6A2E0E5KA002467,32.02401,118.8244,81,989593.6,1,100
LS5A2DJX5KA002547,29.60782,106.52952,61,930611.2,3,100
LS6A2E0E1KA001963,32.02624,118.74679,81,996147.2,3,100
LS5A2DJX8KA001053,32.05605,118.75134,68,910950.44,3,99.9
LS5A2DJX3KA004667,29.54273,106.45135,58,845414.44,3,99.200005
LS6A2E0E4KA009121,29.8488,121.5414,78,924057.6,3,100
LS6A2E0E8KA002849,32.12127,118.86569,73,983040,3,100
LS6A2E0E6KA001103,32.06054,118.76892,94,851968,3,100
LS5A2DJX4KA001227,31.99942,118.78126,51,871628.8,1,100
LS5A2AJX1KA003581,0,0,48,1087897.6,3,100
LS6A2E0EXKA009897,30.37005,120.17668,45,1101004.9,3,100
LS6A2E0EXKA009057,30.15962,121.32271,27,1159987.2,3,100
LS6A2E0E5KA001142,31.96098,118.75665,56,1074790.4,3,100
LS5A2AJX5KA003955,27.11275,111.03584,52,871628.8,3,99.5
LS5A2AJX2KA003394,27.81838,113.09286,100,1042022.44,3,99.700005
LS5A2DJXXKA002169,32.13142,118.86285,98,1015808,1,99.3
LS5A2DJX4KA002779,32.07842,118.79952,64,1028915.2,3,99.5
LS5A2DJXXKA002480,32.13351,118.862,75,937164.8,3,100
LS6A2E0EXKA008989,29.87918,121.59838,77,1120665.6,3,100
LS5A2AJX7KA004198,34.97573,111.02583,40,1218969.6,3,100
LS6A2E0E4KA002914,32.04126,118.89474,84,943718.44,1,100
LS5A2AJX4KA003493,35.0596,110.98377,28,1107558.4,3,99.9
LS6A2E0E6KA009086,29.81221,121.4704,87,1212416,3,100
LS6A2E0E8KA010093,30.37087,120.17608,46,1081344,3,100
LS6A2E0E3KA002354,31.98193,118.80678,63,904396.8,3,100
LS5A2DJX1KA002397,0,0,96,1042022.44,1,88.9
LS5A2AJX2KA002066,29.72489,106.63025,70,989593.6,3,92.3
LS5A2DJX3KA002126,32.05033,118.81178,82,897843.2,3,99.3
LS6A2E0EXKA009074,29.8635,121.6007,90,1028915.2,3,99.9
LS5A2DJX7KA002582,32.02703,118.81854,78,1042022.44,3,89
LS6A2E0E3KA008770,38.42608,112.69417,77,1133772.9,1,100
LS5A2AJX8KA004002,40.03973,113.2513,52,969932.8,3,100
LS5A2DJXXKA004388,29.57425,106.52757,93,851968,3,100
LS5A2AJX7KA003357,34.15666,108.94022,59,963379.2,3,98
LS6A2E0E9KA001239,32.15941,118.6937,85,963379.2,3,100
LS6A2E0E8KA002625,32.06244,118.73684,100,1159987.2,3,100
LS6A2E0E0KA002666,31.95036,118.82598,73,897843.2,3,100
LS5A2DJX0KA003038,32.10603,118.85968,75,950272,3,100
LS6A2E0EXKA002397,31.95448,118.81117,56,832307.2,1,100
LS6A2E0EXKA002139,32.06727,118.77145,79,937164.8,3,100
LS5A2DJX1KA001217,32.08644,118.8029,94,904396.8,3,98
LS6A2E0E3KA001916,32.12139,118.82856,66,930611.2,3,100
LS6A2E0E5KA008236,29.51871,106.57421,48,963379.2,3,100
LS5A2DJX3KA001185,32.01502,118.78729,72,1087897.6,3,100
LS6A2E0E7KA010148,30.37016,120.17671,49,950272,3,100
LS6A2E0E6KA002218,32.22963,118.73494,92,878182.44,3,100
LS6A2E0E9KA007316,29.64528,106.54762,85,930611.2,3,100
LS6A2E0E2KA001826,0,0,65,950272,3,100
LS5A2AJX6KA003415,35.04432,111.00178,35,1028915.2,3,99.5
LS5A2DJX2KA001078,32.06001,118.77902,67,851968,3,98.9
LS6A2E0EXKA001315,32.06226,118.74989,77,924057.6,3,100
LS6A2E0E8KA002902,32.06171,118.77876,74,989593.6,3,100
LS6A2E0E0KA008130,29.64793,106.59464,41,806092.8,3,100
LS6A2E0E5KA002405,32.14305,119.00016,64,1048576,3,99.9
LS6A2E0E0KA001274,31.95443,118.81096,33,937164.8,1,100
LS6A2E0E2KA002829,32.07957,118.76808,62,1127219.2,3,99.9
LS5A2DJX0KA001161,32.10733,118.83746,49,904396.8,3,98.4
LS6A2E0E1KA002577,32.05358,118.77014,43,878182.44,3,100
LS5A2AJX5KA003423,35.08039,111.03451,40,937164.8,1,100
LS5A2DJX9KA002549,32.02877,118.72844,96,1146880,3,95.200005
LS6A2E0E1KA001011,31.91696,118.80508,32,1146880,3,100
LS6A2E0E4KA002976,32.10578,118.81346,85,1101004.9,3,100
LS6A2E0E6KA008990,29.83707,121.51333,95,1107558.4,3,100
LS6A2E0E0KA002991,32.03796,118.87825,85,956825.6,3,100
LS6A2E0E0KA003218,32.09574,118.85638,98,1061683.2,3,100
LS6A2E0E8KA003158,31.96959,118.75798,94,937164.8,3,100
LS5A2AJXXKA004440,24.29813,109.43416,73,884736,3,100
LS6A2E0E4KA003030,32.09083,118.81002,91,871628.8,3,100
LS6A2E0E2KA002118,32.07398,118.75827,67,1114112,3,100
LS5A2DJX9JA000248,29.74891,106.63717,88,878182.44,1,94.4
LS6A2E0E8KA002706,32.13609,118.72877,97,819200,1,100
LS6A2E0E4KA003139,0,0,90,917504,3,100
LS5A2DJX5KA005612,29.53582,106.52012,75,910950.44,3,100
LS6A2E0E1KA002949,31.90129,118.82498,85,1035468.8,3,99.9
LS6A2E0E4KA002220,32.04402,118.77345,60,976486.44,3,100
LS5A2AJX2KA003430,35.10074,111.05369,98,832307.2,3,100
LS6A2E0E1KA007469,29.59526,106.47576,92,1048576,3,100
LS6A2E0E5KA001352,32.09245,118.78989,97,812646.44,3,100
LS6A2E0E6KA003062,32.02658,118.8283,44,806092.8,3,100
LS5A2AJX0KA002034,29.52634,106.49948,100,878182.44,3,98.8
LS6A2E0E5KA002808,31.90165,118.68737,74,806092.8,3,100
LS5A2AJX6KA007710,31.89184,117.40732,61,904396.8,3,100
LS6A2E0E0KA010296,30.55584,111.50977,56,865075.2,3,100
LS6A2E0E9KA002391,32.13842,118.7194,92,996147.2,3,100
LS6A2E0E8KA007551,0,0,89,891289.6,3,100
LS5A2DJX7KA002131,32.13848,118.74031,77,943718.44,3,99
LS6A2E0E3KA001088,31.96234,118.83725,89,950272,3,100
LS5A2DJX5KA002130,29.52621,106.49967,43,904396.8,1,100
LS6A2E0E7KA003152,32.07582,118.73819,90,1002700.8,3,100
LS6A2E0E6KA001179,31.96052,118.75656,88,851968,3,100
LS6A2E0E8KA010093,30.37089,120.17606,46,1081344,3,100
LS6A2E0E8KA002642,32.02406,118.82434,92,1022361.6,1,100
LS5A2AJX7KA003679,30.61917,111.39563,69,1205862.4,3,100
LS6A2E0E7KA002390,31.95434,118.69565,86,1015808,3,99.5
LS6A2E0E2KA009098,29.89893,121.8415,89,1042022.44,3,100
LS6A2E0E5KA002792,32.07618,118.76157,86,937164.8,3,100
LS6A2E0E5KA002761,32.04766,118.91769,96,832307.2,3,100
LS5A2AJX4KA002103,29.58721,106.52664,88,917504,3,98.8
LS6A2E0E9KA010183,30.37097,120.17595,51,989593.6,3,100
LS6A2E0E4KA001987,32.17596,118.71276,65,983040,3,100
LS6A2E0EXKA001766,32.23305,118.75647,83,989593.6,3,100
LS5A2DJX7KA002923,32.02098,118.76341,52,845414.44,3,100
LS5A2DJX1KA002464,31.90763,118.88158,76,924057.6,3,98.6
LS5A2DJX6KA002895,32.09698,118.78498,88,806092.8,3,99.200005
LS6A2E0E8KA003032,31.90146,118.9007,94,910950.44,3,100
LS5A2AJX0KA003393,26.21288,111.66874,69,871628.8,3,96.5
LS6A2E0E7KA000963,31.92764,118.90952,94,1035468.8,1,100
LS5A2DJX2KA002120,31.96333,118.8512,80,806092.8,3,95
LS5A2DJX0KA002374,31.93331,118.83614,81,851968,3,100
LS6A2E0E4KA001116,32.06141,118.89232,78,792985.6,3,100
LS5A2AJX3KA003498,35.07778,111.03182,79,956825.6,1,100
LS5A2DJX9KA002471,0,0,93,825753.6,3,99.6
LS6A2E0EXKA002657,31.92821,118.84803,71,812646.44,3,100
LS6A2E0E7KA001014,31.91719,118.85841,43,969932.8,1,100
LS6A2E0EXKA001234,31.94628,118.85402,93,851968,1,100
LS5A2AJX2KA006098,34.89204,113.64204,34,930611.2,3,100
LS6A2E0E6KA001375,0,0,71,904396.8,3,100
LS6A2E0E5KA009886,30.37024,120.17681,48,950272,3,100
LS6A2E0E8KA006366,29.51156,106.49833,81,969932.8,3,99.3
LS5A2DJXXKA001202,31.95735,118.85502,71,878182.44,3,99.700005
LS6A2E0E9KA002438,31.91893,118.85829,23,917504,3,100
LS5A2DJX3KA001221,32.06053,118.73714,74,1120665.6,3,100
LS6A2E0E0KA008130,29.64523,106.59314,41,806092.8,3,100
LS5A2DJX9KA001238,32.02136,118.7784,75,924057.6,3,98
LS5A2AJX3KA004182,27.55846,120.54059,70,1048576,3,100
LS6A2E0E7KA001451,32.1405,118.71359,80,976486.44,3,100
LS6A2E0EXKA001069,32.08329,118.7622,63,819200,3,99.9
LS5A2AJX6KA004158,35.0901,110.95754,65,917504,3,99.700005
LS6A2E0E8KA002723,31.92549,118.8384,100,976486.44,3,100
LS6A2E0E3KA002399,32.12614,118.93353,88,819200,3,100
