vin,lat,lng,currentElectricity,averageEnergyConsumption,chargeStatus,bcuSOH
LS6A2E0E8KA001152,32.07962,118.76959,99,983040,3,99.9
LS6A2E0E2KA001888,31.95805,118.84649,96,930611.2,3,100
LS6A2E0E1KA000991,32.04124,118.89488,43,1061683.2,1,100
LS6A2E0E1KA001963,32.01839,118.74638,80,996147.2,3,100
LS6A2E0E6KA002641,32.04349,118.76775,69,891289.6,3,100
LS6A2E0EXKA002299,31.96793,118.7455,93,930611.2,3,100
LS6A2E0E2KA001101,32.1255,118.72394,86,851968,3,100
LS5A2DJXXKA001281,31.90801,118.83538,98,1061683.2,3,95
LS6A2E0E9KA009177,30.10362,121.4692,94,1081344,3,100
LS6A2E0E1KA002899,32.08545,118.66964,75,806092.8,3,100
LS6A2E0E9KA003105,31.95383,118.83218,75,865075.2,3,100
LS6A2E0E6KA009072,29.84697,121.5637,94,1101004.9,3,100
LS5A2AJXXKA003496,35.10404,111.0515,57,1074790.4,3,99.5
LS5A2DJX3KA002353,32.06255,118.75794,91,1028915.2,3,100
LS6A2E0E8KA001717,31.9996,118.7811,96,969932.8,3,99.9
LS6A2E0E7KA002521,32.11596,118.8274,95,832307.2,1,100
LS5A2DJX5KA002192,32.00749,118.78365,27,917504,3,90.700005
LS6A2E0E3KA002810,32.02993,118.88578,35,1087897.6,3,99.9
LS6A2E0E6KA002011,31.95565,118.83957,46,825753.6,3,100
LS6A2E0EXKA002903,31.96168,118.81367,81,825753.6,3,100
LS5A2AJX4KA004112,35.03872,110.99318,54,976486.44,3,99.1
LS6A2E0EXKA001010,31.94498,118.81344,43,871628.8,3,100
LS5A2AJX5KA004376,27.23985,111.48031,80,904396.8,3,99.6
LS6A2E0EXKA009897,30.37005,120.17668,45,1101004.9,3,100
LS5A2DJX8KA003143,31.85458,118.79741,75,1061683.2,3,100
LS5A2DJX3KA002353,32.06272,118.75742,91,1028915.2,3,100
LS6A2E0E8KA008084,0,0,58,1048576,3,100
LS5A2DJX2KA002943,31.95025,118.87776,68,943718.44,3,99.200005
LS5A2DJX7KA004395,0,0,78,878182.44,3,100
LS6A2E0E3KA001141,0,0,69,845414.44,3,100
LS6A2E0E5KA001142,31.96094,118.75661,56,1074790.4,3,100
LS6A2E0E0KA009794,30.37017,120.17684,51,969932.8,3,100
LS6A2E0E6KA000985,32.03909,118.76316,96,891289.6,3,100
LS6A2E0E6KA002655,32.03681,118.80526,90,884736,3,100
LS6A2E0E8KA009297,0,0,39,956825.6,3,100
LS6A2E0E8KA009039,22.55093,113.46592,74,983040,3,100
LS6A2E0E6KA009153,30.02624,121.16391,96,1061683.2,3,100
LS5A2AJX0KA002776,36.08102,114.3833,57,806092.8,3,100
LS5A2DJX8KA001263,31.92987,118.84965,39,806092.8,1,94.1
LS5A2AJX8KA003707,30.6622,111.36651,99,1015808,3,100
LS5A2AJX3KA002061,29.46835,106.54188,41,956825.6,3,96.5
LS6A2E0E9KA002441,32.12967,118.88021,38,832307.2,1,100
LS6A2E0E3KA002516,32.06305,118.6326,83,851968,3,100
LS6A2E0E3KA002418,32.09438,118.77813,18,969932.8,1,100
LS6A2E0E7KA010182,30.37098,120.17602,47,1022361.6,3,100
LS6A2E0E8KA003158,32.00301,118.77056,96,937164.8,3,100
LS6A2E0E6KA001151,32.01269,118.77606,95,983040,3,100
LS5A2DJX9KA004785,29.73045,106.58704,57,838860.8,3,100
LS6A2E0E0KA003106,31.96107,118.74231,96,897843.2,3,100
LS5A2DJX6KA002752,31.92631,118.79721,56,838860.8,3,99.6
LS6A2E0E2KA000949,31.94399,118.83827,96,950272,3,100
LS5A2DJX2KA002361,32.1291,118.81947,42,806092.8,3,99.5
LS5A2DJXXKA002155,32.00403,118.76467,98,806092.8,3,100
LS5A2DJX5KA002824,32.05191,118.8848,78,943718.44,3,100
LS6A2E0E4KA002220,32.04405,118.77359,60,976486.44,3,100
LS5A2DJX5KA002760,32.01635,118.79006,95,1015808,3,97
LS5A2DJX4KA001261,32.06188,118.91775,87,806092.8,1,96.200005
LS6A2E0E8KA001183,32.23133,118.73454,81,943718.44,1,100
LS5A2DJXXKA002575,32.04008,118.77839,87,897843.2,3,100
LS6A2E0E4KA002623,32.10195,118.75715,94,1146880,3,100
LS5A2DJX1KA002898,32.0898,118.78706,39,819200,3,88.700005
LS6A2E0E1KA002918,32.03364,118.77322,67,806092.8,3,100
LS6A2E0EXKA009074,29.86475,121.601,90,1028915.2,3,99.9
LS6A2E0E1KA002532,32.04841,118.77072,82,1015808,3,100
LS6A2E0E4KA009975,30.37017,120.17689,44,1009254.44,3,100
LS6A2E0E7KA001482,32.12522,118.83914,98,956825.6,3,100
LS6A2E0E4KA002864,32.00607,118.83844,77,838860.8,3,100
LS6A2E0E8KA002902,32.07674,118.76144,75,989593.6,3,100
LS6A2E0EXKA007616,0,0,99,845414.44,1,100
LS6A2E0E0KA001419,31.95274,118.83432,53,917504,3,100
LS6A2E0E4KA002430,32.0664,118.74539,81,825753.6,3,100
LS5A2DJX5KA002855,32.09202,118.78985,84,963379.2,3,99.3
LS6A2E0E9KA002519,31.93469,118.8865,45,1022361.6,3,100
LS5A2DJX9KA003104,31.99167,118.72604,91,858521.6,3,89.8
LS6A2E0E7KA002096,32.01416,118.75903,54,1205862.4,3,100
LS5A2DJX4KA001275,32.00786,118.77862,32,904396.8,3,97.9
LS6A2E0E0KA001937,32.13833,118.84184,92,851968,3,100
LS5A2DJX8KA004776,29.57152,106.52614,93,825753.6,3,100
LS5A2DJX6KA004419,29.62439,106.59895,64,838860.8,3,99.700005
LS5A2DJX9KA002874,32.06815,118.74021,80,1009254.44,3,99.200005
LS5A2DJX2KA004840,29.55209,106.51556,40,884736,1,100
LS5A2DJX6KA002475,32.02582,118.75368,94,917504,3,97.4
LS5A2DJX3KA002515,32.03034,118.76177,71,1061683.2,3,99.700005
LS6A2E0E6KA001179,31.95965,118.75644,88,851968,3,100
LS6A2E0E5KA002758,0,0,100,950272,4,100
LS6A2E0EXKA009270,30.32098,120.14844,43,917504,3,100
LS5A2DJX2KA002490,32.04214,118.72514,54,963379.2,3,98.6
LS6A2E0E7KA008769,38.43556,112.7379,65,1002700.8,1,100
LS5A2DJX5KA002502,32.05569,118.90964,72,884736,3,99.700005
LS6A2E0E1KA000943,32.03549,118.79216,61,1133772.9,3,100
LS5A2DJX7KA002260,32.0621,118.74954,81,989593.6,3,90
LS5A2AJX3KA004182,27.5677,120.56137,79,1048576,3,100
LS6A2E0EXKA001704,31.95203,118.86367,65,845414.44,3,100
LS6A2E0E3KA009191,29.81354,121.52358,94,956825.6,3,100
LS5A2AJX4KA003431,0,0,87,878182.44,3,98.4
LS6A2E0E5KA009886,30.37026,120.1768,48,950272,3,100
LS6A2E0EXKA002853,32.14795,118.71058,32,996147.2,1,100
LS5A2DJX9KA002874,32.0431,118.7878,78,1009254.44,3,99.200005
LS6A2E0E9KA003105,32.01082,118.78782,72,865075.2,3,100
LS5A2DJX1KA002903,31.91588,118.89386,55,806092.8,3,100
LS6A2E0E1KA001011,31.91698,118.80506,32,1146880,3,100
LS6A2E0E1KA001445,31.91705,118.90524,85,878182.44,3,100
LS6A2E0E2KA001115,32.04497,118.76448,75,989593.6,3,100
LS6A2E0E6KA001294,32.13447,118.95058,53,904396.8,1,100
LS5A2DJX4KA002121,31.93643,118.8801,99,865075.2,3,100
LS5A2DJX7KA002551,32.02839,118.77192,88,806092.8,3,98.1
LS6A2E0E6KA009282,30.30511,120.38901,46,1048576,3,99.4
LS6A2E0E7KA007427,29.73024,106.58694,19,851968,3,100
LS5A2DJXXKA003130,32.04228,118.79752,86,937164.8,3,99.4
LS5A2DJX9KA002471,32.12725,118.8714,92,825753.6,3,99.6
LS6A2E0E8KA002818,32.04315,118.75836,98,1042022.44,3,100
LS6A2E0E6KA000999,32.15343,118.72474,97,1146880,1,100
LS5A2DJX2KA002277,32.04467,118.76816,83,806092.8,3,100
LS5A2DJX4KA001261,32.06187,118.91774,88,806092.8,1,96.200005
LS6A2E0EXKA002867,32.07926,118.80376,99,832307.2,3,100
LS5A2DJX9KA001112,31.9663,118.79959,63,812646.44,1,100
LS6A2E0E7KA001529,32.04834,118.73991,84,865075.2,3,100
LS5A2DJX8KA002753,31.96365,118.72632,60,1074790.4,3,91.1
LS6A2E0E7KA002521,32.11189,118.81433,100,891289.6,3,100
LS6A2E0E3KA002029,32.067,118.73334,31,996147.2,3,100
LS5A2AJX0KA003426,35.12264,110.91917,44,1015808,3,99.3
LS6A2E0E8KA009770,30.37033,120.17607,54,917504,3,100
LS6A2E0E5KA002615,32.03957,118.84294,93,806092.8,3,100
LS5A2DJXXKA002351,31.95443,118.81106,74,904396.8,1,98.9
LS5A2DJX1KA006532,40.77207,114.90811,40,1146880,1,98.700005
LS6A2E0E3KA002936,32.04472,118.77665,89,963379.2,3,100
LS6A2E0E1KA001140,32.03154,118.83587,67,950272,3,100
LS5A2DJXXKA001068,31.91328,118.9354,97,1225523.2,1,99.5
LS5A2DJX7KA001013,32.01584,118.78274,87,878182.44,3,100
LS6A2E0E3KA002516,32.05946,118.62164,81,851968,3,100
LS6A2E0E9KA001015,32.08558,118.79307,38,917504,3,100
LS5A2AJX9KA004445,27.23365,111.43673,66,878182.44,3,95.3
LS5A2DJX7KA002467,32.12702,118.94026,86,865075.2,3,100
LS6A2E0E7KA003152,32.07204,118.72696,88,1002700.8,3,100
LS6A2E0E2KA002717,32.1581,118.88352,72,950272,3,100
LS5A2DJX8KA002803,31.89362,118.945,72,825753.6,3,99.9
LS6A2E0E6KA002705,31.97893,118.7116,49,1146880,3,100
LS5A2DJX0KA001144,32.07414,118.63943,74,845414.44,3,99
LS6A2E0E6KA002462,32.06563,118.62444,70,825753.6,3,100
LS5A2DJX3KA002109,32.12874,118.81449,81,819200,3,100
LS6A2E0E2KA009036,29.89325,121.84109,77,1101004.9,3,100
LS5A2AJX9KA003473,35.08287,111.03478,57,937164.8,3,100
LS5A2DJXXKA002950,32.1134,118.90026,82,1048576,3,97.8
LS5A2AJX4KA002103,29.53451,106.52228,85,917504,3,98.8
LS6A2E0E1KA000943,32.02201,118.81031,58,1133772.9,3,100
LS6A2E0E8KA001166,32.10494,118.74949,84,924057.6,3,100
LS5A2DJX8KA001294,32.07258,118.75238,98,1153433.6,3,89.200005
LS5A2DJXXKA004794,29.60949,106.34085,62,904396.8,3,100
LS6A2E0E1KA001333,31.93347,118.84532,84,819200,3,100
LS5A2AJX2KA004027,35.1444,119.30671,49,1002700.8,3,100
LS6A2E0E5KA001643,31.8419,118.84429,63,884736,3,100
LS6A2E0E1KA009772,30.37021,120.17643,51,983040,3,100
LS6A2E0E5KA001013,31.91285,118.85789,71,871628.8,3,100
LS6A2E0E4KA001701,0,0,60,1087897.6,3,100
LS5A2AJXXKA004390,37.8184,112.54176,69,1002700.8,3,100
LS6A2E0E5KA002422,31.9549,118.83706,73,963379.2,3,100
LS5A2AJX0KA003488,37.85324,112.52162,11,1159987.2,3,99.9
LS6A2E0E9KA001029,32.05384,118.7817,39,904396.8,3,100
LS5A2AJX5KA003437,35.08035,111.03452,85,1015808,1,99.8
LS5A2DJX2KA001016,32.06476,118.7752,86,969932.8,3,97.4
LS5A2AJX4KA007057,37.19318,119.95389,62,1199308.9,3,98.5
LS5A2AJX1KA003452,35.0435,110.99194,24,1061683.2,3,100
LS5A2DJX5KA002547,29.59478,106.5445,59,930611.2,3,100
LS6A2E0E5KA001545,32.06209,118.91791,39,806092.8,1,100
LS6A2E0E6KA002459,32.07892,118.76356,43,897843.2,3,100
LS5A2DJX7KA001013,32.01643,118.79241,87,878182.44,3,100
LS6A2E0E9KA001001,32.23498,118.7342,89,865075.2,3,100
LS6A2E0E1KA009982,30.37023,120.17617,24,1009254.44,3,100
LS5A2DJX9KA005564,29.56252,106.4711,94,819200,3,100
LS6A2E0E8KA009039,22.57862,113.337,70,983040,3,100
LS6A2E0E9KA001452,32.0607,118.782,64,825753.6,3,100
LS5A2DJX7KA003148,32.2326,118.75726,68,878182.44,3,98.9
LS6A2E0E2KA002975,0,0,87,950272,3,100
LS6A2E0E8KA002429,32.11597,118.82736,40,904396.8,1,100
LS6A2E0E8KA002849,32.11045,118.89187,69,983040,3,100
LS6A2E0E8KA001944,32.05563,118.73744,93,891289.6,3,100
LS6A2E0E5KA002890,32.11578,118.7815,87,1048576,1,100
LS6A2E0E4KA001987,32.17607,118.71352,65,983040,3,100
LS5A2AJX7KA004203,35.09615,111.0197,71,943718.44,3,99.200005
LS5A2DJX0KA002665,31.97075,118.81974,87,871628.8,3,99.6
LS5A2DJX2KA005647,29.58174,106.44973,90,1061683.2,3,97.6
LS5A2DJX8KA002249,32.03665,118.78333,47,806092.8,3,99.9
LS6A2E0E3KA002807,32.027,118.75397,38,924057.6,3,100
LS6A2E0E9KA009020,27.26354,111.51467,69,819200,3,100
LS6A2E0E7KA000963,31.92764,118.90952,94,1035468.8,1,100
LS6A2E0EXKA002299,31.95716,118.69998,94,930611.2,3,100
LS6A2E0E0KA001095,32.04114,118.77881,80,865075.2,3,100
LS6A2E0E0KA001517,32.11789,118.86214,99,963379.2,1,100
LS6A2E0EXKA009849,30.3704,120.17601,48,1015808,3,100
LS5A2DJX7KA002470,32.13593,118.72819,52,838860.8,1,100
LS6A2E0E4KA002752,0,0,92,871628.8,3,100
LS6A2E0E8KA003161,32.06981,118.64051,77,1015808,3,100
LS6A2E0E2KA001485,32.09283,118.79001,35,845414.44,3,100
LS6A2E0E9KA001029,32.02963,118.7684,41,904396.8,3,100
LS6A2E0E1KA009366,30.37007,120.17655,52,996147.2,3,100
LS6A2E0E9KA009938,30.37015,120.1767,43,1048576,3,100
LS6A2E0E9KA009602,30.37076,120.17614,50,996147.2,3,100
LS5A2DJX2KA002490,32.04214,118.72514,54,963379.2,3,98.6
LS5A2DJX1KA002822,32.03747,118.76126,84,969932.8,3,93
LS6A2E0E5KA001979,0,0,59,806092.8,3,100
LS6A2E0EXKA009057,30.15978,121.31847,27,1159987.2,3,100
LS6A2E0E6KA001568,32.15343,118.7249,86,845414.44,1,100
LS6A2E0E7KA002101,31.97433,118.78665,92,917504,3,100
LS5A2AJX9KA003473,35.12618,110.91631,62,950272,3,100
LS6A2E0E7KA002793,32.02682,118.74932,90,845414.44,3,100
LS6A2E0E1KA001798,31.8499,118.81353,69,963379.2,3,100
LS6A2E0E8KA002091,32.08603,118.77506,71,897843.2,3,100
LS6A2E0E3KA003200,32.12648,118.88196,89,1048576,3,100
LS6A2E0E0KA009004,29.88196,121.62386,85,1074790.4,3,100
LS5A2DJXXKA002575,32.04637,118.78328,86,897843.2,3,100
LS5A2DJX9KA002406,32.03399,118.80758,90,871628.8,3,100
LS6A2E0E4KA001374,32.11375,118.90526,80,858521.6,3,99.8
LS6A2E0E1KA010114,0,0,38,1146880,3,100
LS6A2E0E0KA003204,32.0145,118.79718,63,924057.6,3,100
LS6A2E0E1KA000943,32.02257,118.80675,58,1133772.9,3,100
LS6A2E0E1KA001137,32.04067,118.80509,99,865075.2,3,100
LS6A2E0E7KA001336,31.93782,118.85189,94,1192755.2,3,100
LS6A2E0E6KA002848,32.13739,118.88843,80,917504,3,100
LS5A2DJX2KA004370,29.66789,106.60776,92,937164.8,1,100
LS6A2E0E8KA002544,32.09618,118.8588,97,865075.2,3,100
LS6A2E0E1KA009433,30.23493,120.02027,34,930611.2,3,100
LS5A2DJX8KA002798,32.02543,118.82624,86,969932.8,3,99
LS6A2E0EXKA002531,32.0866,118.89918,69,950272,3,99.9
LS5A2AJX8KA004419,35.62697,111.41494,68,1074790.4,3,98.8
LS5A2AJX7KA003956,35.46175,119.46775,41,1022361.6,3,97.9
LS6A2E0EXKA001511,32.01112,118.75785,52,806092.8,3,100
LS6A2E0E1KA001493,32.05998,118.73515,49,910950.44,3,100
LS6A2E0E5KA002940,31.94728,118.82754,79,806092.8,3,100
LS6A2E0EXKA009043,29.86476,121.48604,89,1028915.2,3,100
LS6A2E0EXKA002657,31.95582,118.85469,69,812646.44,3,100
LS6A2E0E3KA001382,32.07898,118.77532,83,943718.44,3,99.9
LS5A2DJX9KA002115,0,0,100,917504,3,98.6
LS6A2E0E9KA003217,31.98695,118.85282,85,956825.6,3,100
LS6A2E0E1KA000988,31.9488,118.81601,88,1101004.9,3,100
LS5A2AJX0KA002874,37.97807,112.56308,70,910950.44,3,100
LS5A2DJX3KA002871,32.10378,118.81422,79,956825.6,1,98.5
LS6A2E0E6KA007449,0,0,79,891289.6,3,100
LS5A2DJX6KA002170,31.97171,118.77005,93,983040,3,96.200005
LS6A2E0E0KA002943,31.94402,118.83349,90,897843.2,3,100
LS6A2E0EXKA001461,32.06007,118.73388,68,838860.8,3,100
LS5A2DJX2KA002859,32.13072,118.87265,91,950272,3,99.4
LS6A2E0E8KA002754,32.06898,118.88873,92,996147.2,3,100
LS5A2DJX9KA001143,32.01064,118.75671,49,806092.8,3,100
LS6A2E0E6KA001151,32.02052,118.77793,95,983040,3,100
LS6A2E0E2KA003222,32.10428,118.91602,68,910950.44,3,100
LS5A2DJX7KA001111,32.11627,118.89751,43,806092.8,3,100
LS5A2DJX7KA002582,32.02608,118.80545,77,1042022.44,3,89
LS6A2E0E0KA001808,32.06426,118.73811,58,851968,3,100
LS5A2DJX9KA002132,32.01739,118.70698,51,812646.44,3,100
LS6A2E0E1KA007259,29.63218,106.52953,75,878182.44,3,100
LS6A2E0E6KA009041,29.90817,121.60007,81,891289.6,3,100
LS6A2E0E5KA001352,32.07354,118.80733,96,812646.44,3,100
LS5A2DJX2KA002876,32.0246,118.74091,73,950272,1,99.8
LS6A2E0E5KA001240,31.73839,118.8868,59,819200,3,99.9
LS6A2E0E0KA002747,31.96991,118.76944,50,851968,3,100
LS6A2E0E8KA001572,32.14078,118.99861,100,1035468.8,3,99.700005
LS5A2DJX4KA001289,32.04777,118.91753,89,917504,3,100
LS5A2DJX0KA001161,32.09086,118.8115,51,904396.8,3,98.4
LS6A2E0E5KA002405,32.15024,118.9434,67,1048576,3,99.9
LS6A2E0E9KA002620,31.89764,118.90112,58,1035468.8,3,100
LS6A2E0E7KA001532,31.98147,118.82794,66,930611.2,3,100
LS5A2DJX0KA002147,32.07332,118.75276,75,878182.44,3,100
LS5A2DJXXKA002334,0,0,96,825753.6,3,99.5
LS5A2DJXXKA001202,31.93388,118.83912,74,878182.44,3,99.700005
LS6A2E0E2KA002622,32.03155,118.84322,91,950272,3,100
LS6A2E0E6KA003160,32.10194,118.92468,80,924057.6,3,100
LS6A2E0E2KA002247,31.8342,118.58445,98,1022361.6,3,100
LS5A2DJX5KA002922,0,0,84,825753.6,1,99.1
LS5A2DJXXKA002351,31.95465,118.81112,69,904396.8,1,98.9
LS6A2E0E3KA000944,31.9548,118.81641,96,1114112,3,100
LS6A2E0E7KA010182,30.37096,120.17604,46,1022361.6,3,100
LS6A2E0E1KA001381,31.93011,118.7991,72,930611.2,3,100
LS6A2E0E0KA001131,31.99982,118.71939,79,989593.6,3,99.9
LS5A2DJX5KA002516,32.08057,118.7561,95,910950.44,3,100
LS6A2E0EXKA001234,31.94703,118.86164,100,851968,3,100
LS6A2E0E8KA009249,30.30386,120.13005,31,956825.6,3,100
LS5A2DJX8KA001263,31.92993,118.84949,72,806092.8,1,94.1
LS5A2AJX0KA002812,37.73538,112.56984,99,963379.2,3,99.3
LS6A2E0E5KA002761,32.05511,118.92186,94,832307.2,3,100
LS6A2E0E2KA007545,29.55828,106.4405,98,910950.44,3,100
LS5A2DJX7KA002923,32.01268,118.73815,50,845414.44,3,100
LS5A2DJX3KA002269,32.06025,118.78145,76,806092.8,3,99.700005
LS5A2DJX1KA002917,29.52632,106.49992,52,1055129.6,3,100
LS6A2E0E0KA002781,32.09895,118.81747,100,838860.8,3,100
LS6A2E0E7KA002003,32.06754,118.73705,60,806092.8,3,100
LS5A2DJX5KA003164,32.06069,118.62072,92,858521.6,3,100
LS6A2E0E0KA002747,31.98005,118.75828,48,851968,3,100
LS6A2E0E4KA002945,31.93062,118.8041,83,930611.2,3,100
LS6A2E0E3KA002936,32.04504,118.7767,89,963379.2,3,100
LS5A2DJX6KA002556,32.11897,118.8638,70,963379.2,3,99.6
LS6A2E0E6KA002445,0,0,86,897843.2,3,100
LS6A2E0E2KA009859,30.37013,120.17665,47,1035468.8,3,100
LS6A2E0E3KA009305,30.09459,120.21051,50,878182.44,3,100
LS6A2E0E7KA001014,31.91725,118.85839,72,969932.8,1,100
LS6A2E0EXKA002013,32.16567,118.8634,91,956825.6,3,100
LS5A2DJX7KA002758,32.01286,118.8502,93,891289.6,3,99.5
LS5A2DJXXKA001202,31.93329,118.86193,72,878182.44,3,99.700005
LS6A2E0E3KA001138,32.04302,118.86716,81,956825.6,3,100
LS6A2E0E1KA001493,0,0,49,910950.44,3,100
LS6A2E0E5KA002744,32.12368,118.87208,80,1107558.4,1,100
LS6A2E0E9KA009390,30.37006,120.1766,47,963379.2,3,100
LS5A2AJX0KA004172,27.63359,120.55028,74,963379.2,3,99
LS6A2E0EXKA003212,32.04211,118.7994,76,806092.8,3,100
LS5A2DJX7KA001173,31.97184,118.78529,71,983040,3,99.6
LS6A2E0E8KA001118,32.06535,118.73388,13,1101004.9,3,100
LS5A2DJX5KA004816,29.55128,106.51826,91,963379.2,3,100
LS5A2DJX0KA002116,32.00141,118.76305,45,806092.8,3,96.8
LS6A2E0E7KA002096,32.01731,118.78761,51,1205862.4,3,100
LS5A2AJX2KA004027,35.11905,119.30822,51,1002700.8,3,100
LS6A2E0E7KA001451,32.15234,118.73287,81,976486.44,3,100
LS6A2E0E2KA002457,31.92132,118.64152,100,845414.44,3,100
LS6A2E0E0KA002909,0,0,91,950272,3,100
LS5A2DJX6KA001293,31.92243,118.80334,74,825753.6,3,99.1
LS5A2AJX7JA002126,30.02728,107.18577,73,819251.5,3,89.8
LS5A2DJX6KA002475,32.03103,118.76444,93,917504,3,97.4
LS5A2DJX2KA002280,32.04771,118.8037,89,996147.2,3,90.6
LS5A2AJX1KA003998,37.64394,120.99992,29,983040,3,99.8
LS6A2E0E2KA001230,32.06022,118.7806,86,838860.8,3,100
LS6A2E0EXKA001461,32.02538,118.7089,67,838860.8,3,100
LS5A2DJX4KA001289,32.05313,118.91871,88,917504,3,100
LS5A2DJX5KA002760,32.01641,118.79086,95,1015808,3,97
LS6A2E0E1KA001025,31.95995,118.71237,60,845414.44,3,100
LS5A2AJX1KA003967,35.13969,119.2859,74,996147.2,3,100
LS6A2E0E7KA003099,32.10283,118.82831,59,897843.2,3,100
LS6A2E0E3KA002841,32.05995,118.73206,61,1035468.8,3,100
LS6A2E0E6KA003224,32.23155,118.73481,65,858521.6,1,100
LS6A2E0E9KA003105,32.016,118.79312,73,865075.2,3,100
LS6A2E0E9KA011186,29.74971,106.63796,67,838860.8,3,100
LS6A2E0E9KA001533,32.03118,118.70832,79,806092.8,3,100
LS6A2E0E8KA009137,29.95721,121.41997,88,1245184,3,100
LS5A2DJX3KA001221,32.05952,118.74355,75,1120665.6,3,100
LS6A2E0E1KA003194,31.9348,118.88218,94,1048576,3,100
LS6A2E0E9KA002973,32.16738,118.6696,80,865075.2,3,100
LS5A2AJX4KA003445,37.81708,112.51904,80,1107558.4,1,100
LS5A2DJX1KA002822,32.03376,118.78139,82,969932.8,3,93
LS6A2E0E5KA009094,38.44346,112.7202,53,1048576,3,100
LS5A2AJX4KA002828,36.11606,120.39472,82,1061683.2,3,98.1
LS6A2E0E0KA003106,32.00368,118.76468,94,897843.2,3,100
LS6A2E0E2KA010090,30.37024,120.17655,32,1028915.2,3,100
LS6A2E0E1KA002496,31.91788,118.85419,95,832307.2,3,100
LS6A2E0E4KA007448,29.63567,106.47316,56,838860.8,3,100
LS6A2E0E9KA003184,32.10214,118.92474,85,983040,3,100
LS6A2E0E5KA002923,31.93119,118.74595,49,806092.8,1,100
LS5A2DJX6KA001293,31.92431,118.80347,75,825753.6,3,99.1
LS6A2E0E6KA008780,38.43494,112.71956,20,950272,3,100
LS6A2E0EXKA002867,32.08532,118.77452,98,832307.2,1,100
LS5A2DJX9KA002549,31.99914,118.761,99,1146880,3,95.200005
LS6A2E0E7KA002759,31.9996,118.76806,81,1002700.8,3,100
LS5A2DJX0KA002892,32.0609,118.77732,62,989593.6,3,100
LS6A2E0E6KA002218,32.16149,118.70726,94,878182.44,3,100
LS6A2E0E4KA010186,0,0,44,1074790.4,3,100
LS6A2E0E1KA002532,32.0459,118.76704,82,1015808,3,100
LS6A2E0E0KA001047,32.13047,118.73105,94,806092.8,3,100
LS6A2E0EXKA001234,31.94686,118.85841,100,851968,3,100
LS6A2E0E7KA008979,29.93611,121.57086,63,1166540.9,3,100
LS6A2E0E2KA003012,31.95475,118.81568,100,963379.2,3,100
LS5A2DJX0KA002553,32.01445,118.75747,85,819200,3,100
LS6A2E0E5KA003148,32.14202,118.74475,78,924057.6,3,100
LS5A2AJX1KA003497,35.07582,111.02349,83,1028915.2,3,100
LS5A2DJX8KA002753,31.95727,118.72231,60,1074790.4,3,91.1
LS6A2E0E9KA001533,32.02627,118.72062,79,806092.8,3,100
LS6A2E0EXKA001959,0,0,90,917504,3,100
LS5A2DJX6KA002136,31.98933,118.8789,89,806092.8,3,99.5
LS6A2E0E4KA003223,32.36618,118.83452,99,878182.44,3,100
LS6A2E0EXKA001069,32.08325,118.76233,63,819200,3,99.9
LS5A2DJX2KA002490,32.03695,118.71675,53,963379.2,3,98.6
LS6A2E0E0KA002893,32.07761,118.766,97,1022361.6,3,100
LS5A2DJX3KA002787,31.93025,118.82298,55,1074790.4,3,99.6
LS5A2DJX7KA002596,32.0243,118.82414,100,806092.8,4,100
LS6A2E0E4KA009071,30.16988,121.31179,70,1146880,3,100
LS5A2AJX0KA003491,35.05631,110.97164,65,1146880,3,100
LS5A2DJX2KA005647,29.59295,106.48111,86,1074790.4,3,97.6
LS6A2E0E0KA002764,32.05013,118.75358,78,989593.6,3,100
LS5A2DJX2KA003171,31.98698,118.70566,94,996147.2,3,92.4
LS6A2E0E9KA007753,29.49298,106.46238,82,1015808,1,100
LS6A2E0E7KA003040,31.99723,118.78667,50,969932.8,1,100
LS6A2E0E9KA007655,29.73007,106.58679,99,930611.2,1,100
LS6A2E0E2KA002457,31.91631,118.6453,100,845414.44,3,100
LS6A2E0E5KA002792,32.07488,118.80639,83,937164.8,3,100
LS6A2E0E7KA002857,31.9836,118.77402,20,858521.6,3,100
LS6A2E0E2KA009067,38.46326,112.73232,68,1179648,1,100
LS6A2E0E9KA001581,31.95623,118.84786,68,806092.8,1,100
LS6A2E0E5KA001058,32.1421,118.72709,76,1002700.8,3,100
LS6A2E0E0KA002523,32.325,118.83021,94,845414.44,3,100
LS5A2DJX0KA002665,31.95745,118.84504,85,871628.8,3,99.6
LS5A2AJXXKA004437,27.22388,111.44494,79,858521.6,3,93.700005
LS6A2E0E8KA009123,28.5513,121.38423,54,950272,3,100
LS6A2E0E3KA002516,32.06185,118.63114,81,851968,3,100
LS6A2E0E0KA002800,31.93829,118.82215,89,806092.8,3,100
LS6A2E0E5KA001108,32.05203,118.89056,44,989593.6,3,100
LS5A2DJX6KA001245,32.11979,118.84379,75,1015808,3,98.6
LS5A2DJX5KA002676,32.05997,118.73458,85,1061683.2,3,100
LS6A2E0E4KA003190,32.0545,118.72954,84,897843.2,3,100
LS6A2E0E6KA000999,32.15344,118.72473,94,1146880,1,100
LS5A2AJX0KA003457,37.83945,112.53593,55,825753.6,3,100
LS5A2AJX4KA003462,35.07763,111.03193,51,1146880,1,99.5
LS6A2E0E7KA001014,31.91724,118.85844,70,969932.8,1,100
LS6A2E0E0KA001100,32.02112,118.74095,91,1015808,3,99.3
LS6A2E0E0KA001503,32.16171,118.72428,95,1015808,3,100
